### ZJet_amcatnlo_Inc
 #id                        variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
  21                             Ele1_Pt         50.0000            +inf               -               -   1302114994.1654      1567029.8958          0.1725      1.8877e-04         94.2848     -1.0000e+00
  22                            Ele1_Eta            -inf            +inf               -               -   1302114994.1654      1567029.8958          1.0000      0.0000e+00         94.2848     -1.0000e+00
  23                            Ele1_Phi            -inf            +inf               -               -   1302114994.1654      1567029.8958          1.0000      0.0000e+00         94.2848     -1.0000e+00
  24                             Ele2_Pt         50.0000            +inf               -               -    197706733.4191       599555.3498          0.1518      4.2574e-04         14.3157     -1.0000e+00
  25                            Ele2_Eta            -inf            +inf               -               -    197706733.4191       599555.3498          1.0000      0.0000e+00         14.3157     -1.0000e+00
  26                            Ele2_Phi            -inf            +inf               -               -    197706733.4191       599555.3498          1.0000      0.0000e+00         14.3157     -1.0000e+00
  27                                nJet            -inf            +inf               -               -    197706733.4191       599555.3498          1.0000      0.0000e+00         14.3157     -1.0000e+00
  28                             Jet1_Pt         50.0000            +inf               -               -       943860.6207        41530.2534      4.7740e-03      2.0969e-04      6.8344e-02      2.7959e-03
  29                            Jet1_Eta         -2.4000          2.4000               -               -       943860.6207        41530.2534          1.0000      0.0000e+00      6.8344e-02      2.7959e-03
  30                            Jet1_Phi            -inf            +inf               -               -       943860.6207        41530.2534          1.0000      0.0000e+00      6.8344e-02      2.7959e-03
  31                             Jet2_Pt         50.0000            +inf               -               -       156177.4389        16760.8136          0.1655      1.6258e-02      1.1309e-02      1.2006e-03
  32                            Jet2_Eta         -2.4000          2.4000               -               -       156177.4389        16760.8136          1.0000      0.0000e+00      1.1309e-02      1.2006e-03
  33                            Jet2_Phi         -1.5700         -0.8700               -               -        26754.9790         7097.2750          0.1713      4.1204e-02      1.9373e-03      5.1324e-04
  34                             Jet3_Pt            -inf            +inf               -               -        26754.9790         7097.2750          1.0000      0.0000e+00      1.9373e-03      5.1324e-04
  35                            Jet3_Eta         -2.4000          2.4000               -               -        26754.9790         7097.2750          1.0000      0.0000e+00      1.9373e-03      5.1324e-04
  36                            Jet3_Phi            -inf            +inf               -               -        26754.9790         7097.2750          1.0000      0.0000e+00      1.9373e-03      5.1324e-04
  37                         DR_Ele1Jet1            -inf            +inf               -               -        26754.9790         7097.2750          1.0000      0.0000e+00      1.9373e-03      5.1324e-04
  38                         DR_Ele1Jet2            -inf            +inf               -               -        26754.9790         7097.2750          1.0000      0.0000e+00      1.9373e-03      5.1324e-04
  39                         DR_Ele2Jet1            -inf            +inf               -               -        26754.9790         7097.2750          1.0000      0.0000e+00      1.9373e-03      5.1324e-04
  40                         DR_Ele2Jet2            -inf            +inf               -               -        26754.9790         7097.2750          1.0000      0.0000e+00      1.9373e-03      5.1324e-04
  41                         DR_Jet1Jet2            -inf            +inf               -               -        26754.9790         7097.2750          1.0000      0.0000e+00      1.9373e-03      5.1324e-04
  42                             sT_eejj        300.0000            +inf               -               -        10209.7631         4183.0694          0.3816          0.1267      7.3928e-04      3.0286e-04
  43                       sT_eejj_bkgCR        300.0000            +inf               -               -        10209.7631         4183.0694          1.0000      0.0000e+00      7.3928e-04      3.0286e-04
  44                             Pt_e1e2         70.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  45                              M_e1e2         50.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  46                        M_e1e2_bkgCR         50.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  47                        preselection            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  48                         sT_eejj_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  49                          M_e1e2_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  50                         Mej_min_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  51                       sT_eejj_LQ300        475.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  52                        M_e1e2_LQ300        225.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  53                      min_M_ej_LQ300        235.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  54                       sT_eejj_LQ400        625.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  55                        M_e1e2_LQ400        235.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  56                      min_M_ej_LQ400        330.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  57                       sT_eejj_LQ500        770.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  58                        M_e1e2_LQ500        250.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  59                      min_M_ej_LQ500        420.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  60                       sT_eejj_LQ600        905.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  61                        M_e1e2_LQ600        265.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  62                      min_M_ej_LQ600        500.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  63                       sT_eejj_LQ700       1040.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  64                        M_e1e2_LQ700        280.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  65                      min_M_ej_LQ700        575.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  66                       sT_eejj_LQ800       1170.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  67                        M_e1e2_LQ800        295.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  68                      min_M_ej_LQ800        640.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  69                       sT_eejj_LQ900       1295.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  70                        M_e1e2_LQ900        315.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  71                      min_M_ej_LQ900        700.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  72                      sT_eejj_LQ1000       1415.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  73                       M_e1e2_LQ1000        330.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  74                     min_M_ej_LQ1000        750.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  75                      sT_eejj_LQ1100       1530.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  76                       M_e1e2_LQ1100        350.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  77                     min_M_ej_LQ1100        790.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  78                      sT_eejj_LQ1200       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  79                       M_e1e2_LQ1200        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  80                     min_M_ej_LQ1200        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  81                      sT_eejj_LQ1300       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  82                       M_e1e2_LQ1300        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  83                     min_M_ej_LQ1300        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  84                      sT_eejj_LQ1400       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  85                       M_e1e2_LQ1400        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  86                     min_M_ej_LQ1400        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  87                      sT_eejj_LQ1500       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  88                       M_e1e2_LQ1500        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  89                     min_M_ej_LQ1500        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  90                      sT_eejj_LQ1600       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  91                       M_e1e2_LQ1600        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  92                     min_M_ej_LQ1600        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  93                      sT_eejj_LQ1700       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  94                       M_e1e2_LQ1700        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  95                     min_M_ej_LQ1700        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  96                      sT_eejj_LQ1800       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  97                       M_e1e2_LQ1800        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  98                     min_M_ej_LQ1800        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  99                      sT_eejj_LQ1900       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 100                       M_e1e2_LQ1900        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 101                     min_M_ej_LQ1900        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 102                      sT_eejj_LQ2000       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 103                       M_e1e2_LQ2000        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 104                     min_M_ej_LQ2000        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00


### ZJet_amcatnlo_pt0to50
 #id                        variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
   0                              NoCuts               -               -               -               -      4408904.5562        0.0000e+00          1.0000      0.0000e+00          1.0000      0.0000e+00
   1                            PassJSON               -               -               -               -      4408904.5562          314.7550          1.0000     -1.0000e+00          1.0000     -1.0000e+00
   2                          nEle_ptCut               -               -               -               -       162114.4235           60.3557      3.6770e-02      1.3444e-05      3.6770e-02      1.3185e-05
   3                             Ele1_Pt               -               -               -               -       162114.4235           60.3557          1.0000      0.0000e+00      3.6770e-02      1.3185e-05
   4                         PassTrigger               -               -               -               -       158243.5045           59.6307          0.9761      5.6875e-05      3.5892e-02      1.3039e-05
   5                         Reweighting          0.0000          1.0000               -               -   1707426238.9604      1322358.5726      10789.8662     -1.0000e+00        387.2677     -1.0000e+00
   6                         PassLHECuts          0.0000          1.0000               -               -   1707426238.9604      1322358.5726          1.0000      0.0000e+00        387.2677     -1.0000e+00
   7                            PassJSON          0.0000          1.0000               -               -   1707426238.9604      1322358.5726          1.0000      0.0000e+00        387.2677     -1.0000e+00
   8                             PassHLT          0.0000          1.0000               -               -   1707426238.9604      1322358.5726          1.0000      0.0000e+00        387.2677     -1.0000e+00
   9  PassGlobalSuperTightHalo2016Filter          0.0000          1.0000               -               -   1707414437.1700      1322354.0315          1.0000      2.0310e-06        387.2650     -1.0000e+00
  10                    PassGoodVertices          0.0000          1.0000               -               -   1707413998.1998      1322353.9586          1.0000      2.5726e-07        387.2649     -1.0000e+00
  11                 PassHBHENoiseFilter          0.0000          1.0000               -               -   1707390271.5602      1322345.4408          1.0000      2.7816e-06        387.2595     -1.0000e+00
  12              PassHBHENoiseIsoFilter          0.0000          1.0000               -               -   1707295365.0906      1322300.6626          0.9999      6.3775e-06        387.2380     -1.0000e+00
  13         PassBadEESupercrystalFilter          0.0000          1.0000               -               -   1707295365.0906      1322300.6626          1.0000      0.0000e+00        387.2380     -1.0000e+00
  14            PassEcalDeadCellTrigPrim          0.0000          1.0000               -               -   1707292336.0318      1322299.9085          1.0000      8.2769e-07        387.2373     -1.0000e+00
  15                 PassBadPFMuonFilter          0.0000          1.0000               -               -   1707253949.6222      1322284.6155          1.0000      3.7273e-06        387.2286     -1.0000e+00
  16              PassEcalBadCalibFilter          0.0000          1.0000               -               -   1707250520.2574      1322282.7577          1.0000      1.2991e-06        387.2278     -1.0000e+00
  17                            PassNEle          0.0000          1.0000               -               -   1707250520.2574      1322282.7577          1.0000      0.0000e+00        387.2278     -1.0000e+00
  18                           PassNMuon          0.0000          1.0000               -               -   1707047933.8198      1322189.5672          0.9999      9.2004e-06        387.1819     -1.0000e+00
  19                     nEle_hltMatched            -inf            +inf               -               -   1707047933.8198      1322189.5672          1.0000      0.0000e+00        387.1819     -1.0000e+00
  20                     nJet_hltMatched            -inf            +inf               -               -   1707047933.8198      1322189.5672          1.0000      0.0000e+00        387.1819     -1.0000e+00
  21                             Ele1_Pt         50.0000            +inf               -               -    950563967.3050       971718.8592          0.5568      3.8649e-04        215.6009     -1.0000e+00
  22                            Ele1_Eta            -inf            +inf               -               -    950563967.3050       971718.8592          1.0000      0.0000e+00        215.6009     -1.0000e+00
  23                            Ele1_Phi            -inf            +inf               -               -    950563967.3050       971718.8592          1.0000      0.0000e+00        215.6009     -1.0000e+00
  24                             Ele2_Pt         50.0000            +inf               -               -     56439262.4423       263645.1010      5.9375e-02      2.6752e-04         12.8012     -1.0000e+00
  25                            Ele2_Eta            -inf            +inf               -               -     56439262.4423       263645.1010          1.0000      0.0000e+00         12.8012     -1.0000e+00
  26                            Ele2_Phi            -inf            +inf               -               -     56439262.4423       263645.1010          1.0000      0.0000e+00         12.8012     -1.0000e+00
  27                                nJet            -inf            +inf               -               -     56439262.4423       263645.1010          1.0000      0.0000e+00         12.8012     -1.0000e+00
  28                             Jet1_Pt         50.0000            +inf               -               -      8862947.7540       109236.5886          0.1570      1.7640e-03          2.0102     -1.0000e+00
  29                            Jet1_Eta         -2.4000          2.4000               -               -      8862947.7540       109236.5886          1.0000      0.0000e+00          2.0102     -1.0000e+00
  30                            Jet1_Phi            -inf            +inf               -               -      8862947.7540       109236.5886          1.0000      0.0000e+00          2.0102     -1.0000e+00
  31                             Jet2_Pt         50.0000            +inf               -               -      1833913.1213        49060.2581          0.2069      4.9493e-03          0.4160      4.5650e-03
  32                            Jet2_Eta         -2.4000          2.4000               -               -      1833913.1213        49060.2581          1.0000      0.0000e+00          0.4160      4.5650e-03
  33                            Jet2_Phi         -1.5700         -0.8700               -               -       190992.3637        15990.5512          0.1041      8.2487e-03      4.3320e-02      3.4684e-03
  34                             Jet3_Pt            -inf            +inf               -               -       190992.3637        15990.5512          1.0000      0.0000e+00      4.3320e-02      3.4684e-03
  35                            Jet3_Eta         -2.4000          2.4000               -               -       190992.3637        15990.5512          1.0000      0.0000e+00      4.3320e-02      3.4684e-03
  36                            Jet3_Phi            -inf            +inf               -               -       190992.3637        15990.5512          1.0000      0.0000e+00      4.3320e-02      3.4684e-03
  37                         DR_Ele1Jet1            -inf            +inf               -               -       190992.3637        15990.5512          1.0000      0.0000e+00      4.3320e-02      3.4684e-03
  38                         DR_Ele1Jet2            -inf            +inf               -               -       190992.3637        15990.5512          1.0000      0.0000e+00      4.3320e-02      3.4684e-03
  39                         DR_Ele2Jet1            -inf            +inf               -               -       190992.3637        15990.5512          1.0000      0.0000e+00      4.3320e-02      3.4684e-03
  40                         DR_Ele2Jet2            -inf            +inf               -               -       190992.3637        15990.5512          1.0000      0.0000e+00      4.3320e-02      3.4684e-03
  41                         DR_Jet1Jet2            -inf            +inf               -               -       190992.3637        15990.5512          1.0000      0.0000e+00      4.3320e-02      3.4684e-03
  42                             sT_eejj        300.0000            +inf               -               -        82328.9004        10694.1868          0.4311      4.1677e-02      1.8673e-02      2.3814e-03
  43                       sT_eejj_bkgCR        300.0000            +inf               -               -        82328.9004        10694.1868          1.0000      0.0000e+00      1.8673e-02      2.3814e-03
  44                             Pt_e1e2         70.0000            +inf               -               -         7984.9195         2857.9759      9.6988e-02      3.3638e-02      1.8111e-03      6.4747e-04
  45                              M_e1e2         50.0000            +inf               -               -         7984.9195         2857.9759          1.0000      0.0000e+00      1.8111e-03      6.4747e-04
  46                        M_e1e2_bkgCR         50.0000            +inf               -               -         7984.9195         2857.9759          1.0000      0.0000e+00      1.8111e-03      6.4747e-04
  47                        preselection            -inf            +inf               -               -         7984.9195         2857.9759          1.0000      0.0000e+00      1.8111e-03      6.4747e-04
  48                         sT_eejj_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  49                          M_e1e2_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  50                         Mej_min_opt            -inf            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  51                       sT_eejj_LQ300        475.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  52                        M_e1e2_LQ300        225.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  53                      min_M_ej_LQ300        235.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  54                       sT_eejj_LQ400        625.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  55                        M_e1e2_LQ400        235.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  56                      min_M_ej_LQ400        330.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  57                       sT_eejj_LQ500        770.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  58                        M_e1e2_LQ500        250.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  59                      min_M_ej_LQ500        420.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  60                       sT_eejj_LQ600        905.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  61                        M_e1e2_LQ600        265.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  62                      min_M_ej_LQ600        500.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  63                       sT_eejj_LQ700       1040.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  64                        M_e1e2_LQ700        280.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  65                      min_M_ej_LQ700        575.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  66                       sT_eejj_LQ800       1170.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  67                        M_e1e2_LQ800        295.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  68                      min_M_ej_LQ800        640.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  69                       sT_eejj_LQ900       1295.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  70                        M_e1e2_LQ900        315.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  71                      min_M_ej_LQ900        700.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  72                      sT_eejj_LQ1000       1415.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  73                       M_e1e2_LQ1000        330.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  74                     min_M_ej_LQ1000        750.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  75                      sT_eejj_LQ1100       1530.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  76                       M_e1e2_LQ1100        350.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  77                     min_M_ej_LQ1100        790.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  78                      sT_eejj_LQ1200       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  79                       M_e1e2_LQ1200        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  80                     min_M_ej_LQ1200        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  81                      sT_eejj_LQ1300       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  82                       M_e1e2_LQ1300        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  83                     min_M_ej_LQ1300        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
